player_id_global,player_name,club,division,position_tm,availability_pct,total_distance_per90,hi_runs_per90,sprint_runs_per90,n_matches_60plus
Eredivisie:2290,Mike Kleijn,Sparta Rotterdam,Eredivisie,LB,64.3,11104.5,31.4,10.0,3.0
Eredivisie:2291,Marvin Young,Sparta Rotterdam,Eredivisie,CB,96.4,10196.7,20.8,6.2,27.0
Eredivisie:2292,,Heracles Almelo,Eredivisie,,39.3,,,,
Eredivisie:2293,Juho Talvitie,NAC Breda,Eredivisie,RW,82.1,10933.5,32.8,13.4,11.0
Eredivisie:2294,Ivan Mesík,Heracles Almelo,Eredivisie,LB,96.4,10295.1,27.0,13.1,27.0
Eredivisie:2296,Tiago Codinha,FC Volendam,Eredivisie,CF,7.1,,,,
Eredivisie:2297,,Heracles Almelo,Eredivisie,,42.9,,,,
Eredivisie:2298,Alonzo Engwanda,FC Utrecht,Eredivisie,DM,100.0,11051.7,28.6,8.0,27.0
Eredivisie:2299,Ryan Fosso,Fortuna Sittard,Eredivisie,DM,60.7,9860.3,20.6,7.0,17.0
Eredivisie:2300,,PEC Zwolle,Eredivisie,,3.6,,,,
Eredivisie:2302,Makan Aiko,Fortuna Sittard,Eredivisie,LW,46.4,10526.9,37.1,16.1,2.0
Eredivisie:2305,Luka Tunjic,Fortuna Sittard,Eredivisie,LW,57.1,11673.1,42.5,9.6,2.0
Eredivisie:2306,Samuel Bastien,Fortuna Sittard,Eredivisie,DM,17.9,,,,
Eredivisie:2307,Dies Janse,FC Groningen,Eredivisie,CB,96.4,10216.6,20.3,5.7,24.0
Eredivisie:2308,Bertrand Traoré,Ajax,Eredivisie,RW,7.1,10691.2,30.0,20.0,1.0
Eredivisie:2312,Isaiah Ahmed,sc Heerenveen,Eredivisie,DM,35.7,,,,
Eredivisie:2313,Jacob Trenskow,sc Heerenveen,Eredivisie,RW,96.4,11140.4,33.5,10.2,25.0
Eredivisie:2314,Levi Smans,sc Heerenveen,Eredivisie,CF,3.6,,,,
Eredivisie:2316,Ayoub Oufkir,AZ,Eredivisie,CM,82.1,11831.3,36.1,22.8,5.0
Eredivisie:2317,Wouter Prins,FC Groningen,Eredivisie,LB,89.3,11066.8,33.3,10.1,4.0
Eredivisie:2319,Chris-Kévin Nadje,Excelsior,Eredivisie,DM,25.0,11161.5,25.2,7.7,1.0
Eredivisie:2320,Raul Paula,NAC Breda,Eredivisie,AM,75.0,12123.9,49.1,11.8,3.0
Eredivisie:2321,Daan van Reeuwijk,NAC Breda,Eredivisie,CB,10.7,,,,
Eredivisie:2322,Simon Graves,PEC Zwolle,Eredivisie,CB,92.9,9844.4,22.2,3.8,24.0
Eredivisie:2325,,FC Utrecht,Eredivisie,,46.4,,,,
Eredivisie:2326,Miguel Rodríguez,FC Utrecht,Eredivisie,RW,85.7,10642.7,36.4,13.2,12.0
Eredivisie:233,Etienne Vaessen,FC Groningen,Eredivisie,GK,82.1,5858.4,2.3,0.7,21.0
Eredivisie:2330,Jan Plug,Feyenoord,Eredivisie,CB,39.3,11192.1,37.1,6.6,1.0
Eredivisie:2331,Aske Adelgaard,Go Ahead Eagles,Eredivisie,RB,89.3,11556.7,34.0,9.0,11.0
Eredivisie:2332,Jari De Busser,Go Ahead Eagles,Eredivisie,GK,100.0,5015.5,1.3,0.0,28.0
Eredivisie:2340,Luka Kulenovic,Heracles Almelo,Eredivisie,LW,85.7,9921.9,25.1,7.6,12.0
Eredivisie:2343,,PSV,Eredivisie,,46.4,,,,
Eredivisie:2344,Kento Shiogai,N.E.C.,Eredivisie,CF,57.1,10954.2,39.2,12.7,1.0
Eredivisie:2346,Jamiro Gregory Monteiro Alvarenga,PEC Zwolle,Eredivisie,CM,64.3,10965.2,35.3,8.1,11.0
Eredivisie:2347,Jordan Lotomba,Feyenoord,Eredivisie,RB,67.9,10237.7,30.8,10.1,7.0
Eredivisie:2351,Terence Kongolo,NAC Breda,Eredivisie,CB,32.1,9209.5,14.2,3.5,2.0
Eredivisie:2352,Nikolai Hopland,sc Heerenveen,Eredivisie,CB,67.9,10083.1,22.8,6.5,5.0
Eredivisie:2354,Wout Weghorst,Ajax,Eredivisie,CF,78.6,10538.2,33.6,10.7,14.0
Eredivisie:2357,In-Beom Hwang,Feyenoord,Eredivisie,AM,67.9,11685.1,34.5,9.1,9.0
Eredivisie:2358,,Fortuna Sittard,Eredivisie,,3.6,,,,
Eredivisie:2359,Ivan Perisic,PSV,Eredivisie,LW,92.9,10320.1,31.4,18.5,23.0
Eredivisie:2361,,PSV,Eredivisie,,7.1,,,,
Eredivisie:2362,Jan Zamburek,Heracles Almelo,Eredivisie,DM,85.7,12166.2,38.7,6.8,18.0
Eredivisie:2363,Jan Faberski,PEC Zwolle,Eredivisie,LW,67.9,10990.9,27.6,14.1,4.0
Eredivisie:2366,,FC Twente,Eredivisie,,3.6,,,,
Eredivisie:2367,Aymen Sliti,Feyenoord,Eredivisie,LW,75.0,11319.7,32.1,7.7,2.0
Eredivisie:2368,Ro-Zangelo Daal,AZ,Eredivisie,LW,82.1,10780.2,35.3,10.6,10.0
Eredivisie:2369,Elijah Dijkstra,AZ,Eredivisie,RB,85.7,11181.1,36.8,15.1,7.0
Eredivisie:2370,,Fortuna Sittard,Eredivisie,,42.9,,,,
Eredivisie:2375,,Feyenoord,Eredivisie,,3.6,,,,
Eredivisie:2376,Édouard Michut,Fortuna Sittard,Eredivisie,DM,71.4,11223.3,32.9,8.1,17.0
Eredivisie:2377,David van der Werff,FC Groningen,Eredivisie,CF,100.0,11615.8,44.9,9.7,18.0
Eredivisie:2378,Precious Ugwu,FC Volendam,Eredivisie,RB,96.4,11065.1,27.3,10.7,17.0
Eredivisie:2380,,Ajax,Eredivisie,,17.9,,,,
Eredivisie:2381,Jorthy Mokio,Ajax,Eredivisie,CM,89.3,10808.2,25.6,9.5,6.0
Eredivisie:2382,Nick Verschuren,FC Volendam,Eredivisie,CB,100.0,10175.0,20.1,6.4,25.0
Eredivisie:2385,Dion Versluis,NAC Breda,Eredivisie,CB,35.7,,,,
Eredivisie:2386,Gabriel Reiziger,PEC Zwolle,Eredivisie,CM,53.6,,,,
Eredivisie:2387,,sc Heerenveen,Eredivisie,,28.6,,,,
Eredivisie:2388,Aaron Bouwman,Ajax,Eredivisie,CM,42.9,10044.6,20.1,6.1,6.0
Eredivisie:2389,,PEC Zwolle,Eredivisie,,25.0,,,,
Eredivisie:2393,Marcus Linday,sc Heerenveen,Eredivisie,DM,92.9,11833.2,34.1,7.5,19.0
Eredivisie:2394,Hristiyan Petrov,sc Heerenveen,Eredivisie,CB,75.0,10459.2,23.6,10.7,4.0
Eredivisie:2396,Esmir Bajraktarevic,PSV,Eredivisie,RW,92.9,11379.3,37.5,17.8,5.0
Eredivisie:2397,Eser Gürbüz,sc Heerenveen,Eredivisie,RW,57.1,11512.6,41.3,16.2,1.0
Eredivisie:2398,Nökkvi Thórisson,Telstar,Eredivisie,CF,71.4,11805.3,37.2,16.5,5.0
Eredivisie:240,Emil Hansson,Excelsior,Eredivisie,CM,25.0,13072.0,54.5,11.2,3.0
Eredivisie:2404,,Fortuna Sittard,Eredivisie,,3.6,,,,
Eredivisie:2405,Yousri Sbai,N.E.C.,Eredivisie,RB,28.6,,,,
Eredivisie:2407,Gerald Alders,Telstar,Eredivisie,CM,46.4,10697.0,33.6,9.3,6.0
Eredivisie:2408,Rayane Bounida,Ajax,Eredivisie,CF,89.3,11604.0,37.5,11.1,8.0
Eredivisie:2409,Jakub Moder,Feyenoord,Eredivisie,CM,28.6,11700.0,34.4,7.0,6.0
Eredivisie:241,Melle Meulensteen,Go Ahead Eagles,Eredivisie,DM,100.0,10943.1,25.4,7.3,26.0
Eredivisie:2410,,Feyenoord,Eredivisie,,39.3,,,,
Eredivisie:2411,Oskar Sivertsen,Go Ahead Eagles,Eredivisie,LW,53.6,12274.5,49.7,16.1,1.0
Eredivisie:2413,Sean Steur,Ajax,Eredivisie,CM,60.7,11912.7,32.7,8.9,11.0
Eredivisie:2415,Lucas Oliveira Rosa,Ajax,Eredivisie,RB,85.7,10522.1,27.4,9.0,17.0
Eredivisie:2416,Sem van Duijn,Telstar,Eredivisie,CF,28.6,11794.0,40.0,14.8,6.0
Eredivisie:2417,Oscar Pettersson,Go Ahead Eagles,Eredivisie,RW,35.7,11309.5,35.7,15.7,1.0
Eredivisie:2419,Tobias van den Elshout,Feyenoord,Eredivisie,RB,21.4,,,,
Eredivisie:2420,Oussama Targhalline,Feyenoord,Eredivisie,CM,78.6,11291.0,30.7,9.2,14.0
Eredivisie:2421,Don-Angelo Konadu,Ajax,Eredivisie,CF,42.9,10999.3,35.2,11.7,1.0
Eredivisie:2422,,Go Ahead Eagles,Eredivisie,,3.6,,,,
Eredivisie:2424,Thijs Kraaijeveld,Feyenoord,Eredivisie,RB,46.4,10782.8,30.9,7.4,2.0
Eredivisie:2426,,sc Heerenveen,Eredivisie,,32.1,,,,
Eredivisie:2427,Ruud Nijstad,FC Twente,Eredivisie,CB,64.3,10140.3,21.0,4.7,14.0
Eredivisie:2428,Wassim Bouziane,AZ,Eredivisie,CM,14.3,,,,
Eredivisie:2432,Kasper Boogaard,AZ,Eredivisie,CM,32.1,11847.7,30.1,5.0,7.0
Eredivisie:2438,Stan Henderikx,Excelsior,Eredivisie,CB,60.7,10773.8,26.1,4.5,5.0
Eredivisie:2454,Ronald Koeman,Telstar,Eredivisie,GK,96.4,4535.6,0.6,0.1,27.0
Eredivisie:2455,Devon Koswal,Telstar,Eredivisie,CB,71.4,9811.3,18.3,6.3,13.0
Eredivisie:2457,Tyrone Owusu,Telstar,Eredivisie,CM,64.3,11639.8,40.1,12.1,15.0
Eredivisie:2458,Guus Offerhaus,Telstar,Eredivisie,CB,96.4,10903.7,27.7,6.9,27.0
Eredivisie:2459,Mohamed Hamdaoui,Telstar,Eredivisie,LW,32.1,,,,
Eredivisie:2463,Sebastiaan Hagedoorn,Telstar,Eredivisie,CM,42.9,,,,
Eredivisie:2464,,Telstar,Eredivisie,,46.4,,,,
Eredivisie:2465,Adil Lechkar,Telstar,Eredivisie,CM,75.0,,,,
Eredivisie:2466,,Telstar,Eredivisie,,17.9,,,,
Eredivisie:2467,Matej Kovár,PSV,Eredivisie,GK,92.9,5040.7,0.9,0.1,26.0
Eredivisie:2468,Yarek Gasiorowski,PSV,Eredivisie,CB,82.1,9733.7,21.8,6.4,15.0
Eredivisie:2469,Alassane Pléa,PSV,Eredivisie,CF,7.1,10317.3,41.2,9.4,1.0
Eredivisie:2470,Eus Waayers,Go Ahead Eagles,Eredivisie,RB,21.4,,,,
Eredivisie:2471,Joel van den Berg,PSV,Eredivisie,AM,17.9,,,,
Eredivisie:2472,Kiliann Sildillia,PSV,Eredivisie,RB,60.7,10722.6,32.7,7.9,7.0
Eredivisie:2473,Yassir Salah Rahmouni,Go Ahead Eagles,Eredivisie,DM,75.0,12124.0,34.7,6.8,5.0
Eredivisie:2474,Justin Hubner,Fortuna Sittard,Eredivisie,CB,82.1,10245.2,22.8,9.8,10.0
Eredivisie:2475,Marko Kerkez,Fortuna Sittard,Eredivisie,CF,46.4,,,,
Eredivisie:2476,Moussa Gbemou,Fortuna Sittard,Eredivisie,AM,32.1,,,,
Eredivisie:2477,Gonzalo Crettaz,N.E.C.,Eredivisie,GK,89.3,5703.1,2.6,0.4,25.0
Eredivisie:2478,Sam de Laat,N.E.C.,Eredivisie,DM,35.7,,,,
Eredivisie:2479,,N.E.C.,Eredivisie,,14.3,,,,
Eredivisie:2480,Adam Carlén,Excelsior,Eredivisie,CM,75.0,11411.5,22.1,5.5,12.0
Eredivisie:2481,Stijn Middendorp,Excelsior,Eredivisie,DM,35.7,12200.0,48.1,10.6,2.0
Eredivisie:2482,Tijmen Holla,Excelsior,Eredivisie,GK,10.7,6590.3,4.2,1.4,1.0
Eredivisie:2483,Nolan Martens,Excelsior,Eredivisie,RB,57.1,11572.0,29.8,11.5,6.0
Eredivisie:2484,Nesto Groen,Excelsior,Eredivisie,CF,7.1,,,,
Eredivisie:2485,Do-Young Yoon,Excelsior,Eredivisie,RW,46.4,,,,
Eredivisie:2486,,Excelsior,Eredivisie,,17.9,,,,
Eredivisie:2487,Jerolldino Bergraaf,Excelsior,Eredivisie,CF,82.1,10530.4,41.0,11.8,11.0
Eredivisie:2488,Anel Ahmedhodzic,Feyenoord,Eredivisie,CB,92.9,10241.7,22.0,7.0,23.0
Eredivisie:2489,Tsuyoshi Watanabe,Feyenoord,Eredivisie,CB,89.3,10121.9,26.7,6.7,25.0
Eredivisie:2490,Gaoussou Diarra,Feyenoord,Eredivisie,CM,46.4,11289.1,41.1,12.5,2.0
Eredivisie:2491,Gonçalo Óscar Albuquerque Borges,Feyenoord,Eredivisie,RW,57.1,11078.7,30.8,11.6,3.0
Eredivisie:2492,Jordan Bos,Feyenoord,Eredivisie,LB,85.7,10622.1,33.2,14.2,16.0
Eredivisie:2493,Casper Tengstedt,Feyenoord,Eredivisie,CF,85.7,11915.2,45.0,5.8,1.0
Eredivisie:2494,Brahim Ghalidi,NAC Breda,Eredivisie,AM,35.7,,,,
Eredivisie:2495,Pepijn Reulen,NAC Breda,Eredivisie,CB,57.1,,,,
Eredivisie:2496,,NAC Breda,Eredivisie,,3.6,,,,
Eredivisie:2497,,NAC Breda,Eredivisie,,7.1,,,,
Eredivisie:2498,Maxence Rivera,sc Heerenveen,Eredivisie,LW,96.4,11574.7,40.2,13.0,21.0
Eredivisie:2499,Jermaine Rijssel,sc Heerenveen,Eredivisie,LW,28.6,,,,
Eredivisie:250,Thomas Ouwejan,N.E.C.,Eredivisie,LW,46.4,10427.5,32.2,6.5,4.0
Eredivisie:2500,Mawouna Amevor,FC Volendam,Eredivisie,CB,100.0,9445.5,14.1,2.9,24.0
Eredivisie:2501,Ozan Kökçü,FC Volendam,Eredivisie,AM,96.4,11293.9,27.3,8.9,15.0
Eredivisie:2502,Gibson Yah,FC Volendam,Eredivisie,DM,64.3,11019.8,26.8,8.7,15.0
Eredivisie:2503,Aurelio Oehlers,FC Volendam,Eredivisie,AM,96.4,10405.9,29.1,14.2,12.0
Eredivisie:2504,Alex Plat,FC Volendam,Eredivisie,DM,82.1,12432.7,39.6,8.0,4.0
Eredivisie:2505,Robin van Cruijsen,FC Volendam,Eredivisie,CM,75.0,12345.9,37.6,7.5,11.0
Eredivisie:2506,,FC Volendam,Eredivisie,,46.4,,,,
Eredivisie:2507,,FC Volendam,Eredivisie,,46.4,,,,
Eredivisie:2508,Nordin Bukala,FC Volendam,Eredivisie,CM,75.0,11820.5,31.6,9.2,19.0
Eredivisie:2509,Key-Shawn Wong-A-Soij,FC Volendam,Eredivisie,DM,25.0,,,,
Eredivisie:2510,,FC Volendam,Eredivisie,,21.4,,,,
Eredivisie:2511,Jesper Tielemans,FC Volendam,Eredivisie,CM,14.3,,,,
Eredivisie:2512,Ayoni Santos,Sparta Rotterdam,Eredivisie,DM,85.7,11694.5,38.2,11.4,12.0
Eredivisie:2513,,Sparta Rotterdam,Eredivisie,,25.0,,,,
Eredivisie:2514,Koen Kostons,PEC Zwolle,Eredivisie,CF,100.0,10527.2,36.3,15.8,27.0
Eredivisie:2515,Jadiel Pereira da Gama,PEC Zwolle,Eredivisie,CM,50.0,,,,
Eredivisie:2516,,PEC Zwolle,Eredivisie,,28.6,,,,
Eredivisie:2517,Stav Lemkin,FC Twente,Eredivisie,CB,85.7,10499.0,21.2,6.5,16.0
Eredivisie:2518,Guilherme Martinho Peixoto,FC Twente,Eredivisie,RB,46.4,,,,
Eredivisie:2519,Vítezslav Jaros,Ajax,Eredivisie,GK,82.1,5426.7,0.9,0.1,19.0
Eredivisie:2520,Raúl Moro,Ajax,Eredivisie,RW,53.6,10589.0,36.0,20.1,6.0
Eredivisie:2521,Mateo Chávez,AZ,Eredivisie,LB,82.1,10709.3,39.6,14.4,6.0
Eredivisie:2522,Oscar Gloukh,Ajax,Eredivisie,CM,85.7,11022.0,33.4,9.5,13.0
Eredivisie:2523,Isak Jensen,AZ,Eredivisie,RW,96.4,10918.3,34.3,9.0,17.0
Eredivisie:2524,,Ajax,Eredivisie,,28.6,,,,
Eredivisie:2525,,FC Groningen,Eredivisie,,17.9,,,,
Eredivisie:2526,,FC Groningen,Eredivisie,,28.6,,,,
Eredivisie:2527,,FC Groningen,Eredivisie,,14.3,,,,
Eredivisie:2528,Soufiane Hetli,Telstar,Eredivisie,CF,89.3,11847.7,37.8,13.7,17.0
Eredivisie:2529,Mark Hoekstra,FC Groningen,Eredivisie,DM,35.7,,,,
Eredivisie:2530,Milan Zonneveld,Sparta Rotterdam,Eredivisie,CF,92.9,11084.8,39.0,10.2,8.0
Eredivisie:2531,Tyrique Mercera,FC Groningen,Eredivisie,CM,92.9,11416.9,35.6,11.2,7.0
Eredivisie:2532,Dylan Mertens,Telstar,Eredivisie,CM,75.0,11844.5,39.3,14.6,4.0
Eredivisie:2533,Neville Ogidi Nwankwo,Telstar,Eredivisie,CB,82.1,10249.3,27.1,10.1,17.0
Eredivisie:2534,Rojendro Oudsten,Telstar,Eredivisie,CM,53.6,,,,
Eredivisie:2535,,Telstar,Eredivisie,,10.7,,,,
Eredivisie:2536,Jeff Reine-Adélaïde,Heracles Almelo,Eredivisie,AM,3.6,,,,
Eredivisie:2537,Nigel Ogidi Nwankwo,Telstar,Eredivisie,CM,39.3,,,,
Eredivisie:2538,,Telstar,Eredivisie,,3.6,,,,
Eredivisie:2539,Jaygo van Ommeren,FC Utrecht,Eredivisie,DM,25.0,,,,
Eredivisie:2540,Emirhan Demircan,FC Utrecht,Eredivisie,CF,46.4,,,,
Eredivisie:2541,,FC Utrecht,Eredivisie,,3.6,,,,
Eredivisie:2542,Dennis Man,PSV,Eredivisie,RW,89.3,10508.8,36.3,15.3,13.0
Eredivisie:2543,,AZ,Eredivisie,,3.6,,,,
Eredivisie:2544,Lewis Holtby,NAC Breda,Eredivisie,CM,85.7,11773.5,37.9,6.8,18.0
Eredivisie:2545,Houboulang Mendes,Fortuna Sittard,Eredivisie,RB,35.7,,,,
Eredivisie:2546,Paul Wanner,PSV,Eredivisie,AM,85.7,11956.1,36.5,8.2,14.0
Eredivisie:2547,,FC Groningen,Eredivisie,,39.3,,,,
Eredivisie:2548,,N.E.C.,Eredivisie,,3.6,,,,
Eredivisie:2549,Jayden Candelaria,NAC Breda,Eredivisie,CM,42.9,,,,
Eredivisie:2550,Szymon Wlodarczyk,Excelsior,Eredivisie,CM,60.7,12070.4,36.5,12.4,8.0
Eredivisie:2551,Nolhan Courtens,sc Heerenveen,Eredivisie,LW,39.3,,,,
Eredivisie:2552,Sondre Ørjasæter,FC Twente,Eredivisie,LW,85.7,11631.6,38.4,13.4,22.0
Eredivisie:2553,Noah Fernandez,PSV,Eredivisie,AM,42.9,11284.3,37.7,14.5,1.0
Eredivisie:2554,Kay Tejan,Telstar,Eredivisie,CB,78.6,10773.5,35.1,12.6,5.0
Eredivisie:2555,,N.E.C.,Eredivisie,,10.7,,,,
Eredivisie:2556,Weslley Pinto Batista,AZ,Eredivisie,RW,78.6,11870.5,38.9,10.5,12.0
Eredivisie:2557,Matej Sín,AZ,Eredivisie,CM,57.1,12249.1,43.3,11.0,2.0
Eredivisie:2558,James McConnell,Ajax,Eredivisie,DM,28.6,,,,
Eredivisie:2559,,PEC Zwolle,Eredivisie,,3.6,,,,
Eredivisie:2560,David Voute,PEC Zwolle,Eredivisie,RB,21.4,,,,
Eredivisie:2561,Shola Shoretire,PEC Zwolle,Eredivisie,LW,85.7,10514.2,30.8,12.9,19.0
Eredivisie:2562,Kiano Dyer,FC Volendam,Eredivisie,AM,32.1,,,,
Eredivisie:2563,Deveron Fonville,N.E.C.,Eredivisie,CB,82.1,10294.7,30.0,13.6,8.0
Eredivisie:2564,Darko Nejasmic,N.E.C.,Eredivisie,CM,82.1,11039.1,26.5,6.9,19.0
Eredivisie:2565,Noé Lebreton,N.E.C.,Eredivisie,LW,71.4,11789.6,33.5,10.1,9.0
Eredivisie:2566,Marko Pjaca,FC Twente,Eredivisie,LW,82.1,10572.6,27.3,6.3,6.0
Eredivisie:2567,Malcolm Jeng,Feyenoord,Eredivisie,CB,10.7,,,,
Eredivisie:2568,Stefan Mitrovic,Excelsior,Eredivisie,RW,35.7,,,,
Eredivisie:2569,Travis Hernes,FC Groningen,Eredivisie,CM,42.9,12129.7,38.8,12.7,2.0
Eredivisie:2570,Cyle Larin,Feyenoord,Eredivisie,AM,39.3,,,,
Eredivisie:2571,,FC Twente,Eredivisie,,7.1,,,,
Eredivisie:2572,,N.E.C.,Eredivisie,,7.1,,,,
Eredivisie:2573,Amin Laoukili,Fortuna Sittard,Eredivisie,CB,7.1,,,,
Eredivisie:2574,,PSV,Eredivisie,,3.6,,,,
Eredivisie:2575,Pharell Nash,Ajax,Eredivisie,CM,7.1,,,,
Eredivisie:2576,,FC Groningen,Eredivisie,,10.7,,,,
Eredivisie:2577,,Feyenoord,Eredivisie,,3.6,,,,
Eredivisie:2578,Jelani Seedorf,Telstar,Eredivisie,CF,28.6,,,,
Eredivisie:2579,,Heracles Almelo,Eredivisie,,3.6,,,,
Eredivisie:2580,,Heracles Almelo,Eredivisie,,3.6,,,,
Eredivisie:2581,Sil Blokhuis,Heracles Almelo,Eredivisie,RW,7.1,,,,
Eredivisie:2582,,AZ,Eredivisie,,14.3,,,,
Eredivisie:2583,Noa El Hamdaoui,Excelsior,Eredivisie,CF,7.1,,,,
Eredivisie:2584,,Ajax,Eredivisie,,3.6,,,,
Eredivisie:2585,Luca Blondeau,FC Volendam,Eredivisie,RW,7.1,,,,
Eredivisie:2586,,PEC Zwolle,Eredivisie,,7.1,,,,
Eredivisie:2587,,PEC Zwolle,Eredivisie,,7.1,,,,
Eredivisie:2588,Moussa Soumano,NAC Breda,Eredivisie,LW,39.3,9570.9,23.6,8.1,5.0
Eredivisie:2589,,AZ,Eredivisie,,3.6,,,,
Eredivisie:2591,Lushendry Martes,Sparta Rotterdam,Eredivisie,RB,35.7,10672.2,34.1,13.0,7.0
Eredivisie:2592,,AZ,Eredivisie,,3.6,,,,
Eredivisie:2593,Shaqueel van Persie,Feyenoord,Eredivisie,CF,7.1,,,,
Eredivisie:2594,Ayoub Ouarghi,Feyenoord,Eredivisie,AM,3.6,,,,
Eredivisie:2596,Denis Odoi,NAC Breda,Eredivisie,RB,50.0,10255.0,22.1,7.9,11.0
Eredivisie:2599,Younes el Meftahi,Sparta Rotterdam,Eredivisie,RW,3.6,,,,
Eredivisie:2600,Jinairo Johnson,Ajax,Eredivisie,CM,3.6,,,,
Eredivisie:2603,Nicolas Verkooijen,PSV,Eredivisie,CF,10.7,,,,
Eredivisie:2609,André Ayew,NAC Breda,Eredivisie,CF,39.3,9504.7,28.1,5.5,5.0
Eredivisie:2610,Lasse Nordås,sc Heerenveen,Eredivisie,CF,35.7,11444.8,30.1,12.4,7.0
Eredivisie:2611,Luca Oyen,sc Heerenveen,Eredivisie,LW,28.6,12380.1,39.0,11.3,2.0
Eredivisie:2614,Erik Ahlstrand,Heracles Almelo,Eredivisie,RW,28.6,11684.5,41.3,22.7,6.0
Eredivisie:2615,Ryan Metu,FC Groningen,Eredivisie,CB,14.3,,,,
Eredivisie:2616,Oualid Agougil,FC Utrecht,Eredivisie,RB,21.4,,,,
Eredivisie:2617,Rio Robbemond,AZ,Eredivisie,DM,3.6,12956.6,36.5,5.2,1.0
Eredivisie:2618,Takehiro Tomiyasu,Ajax,Eredivisie,LB,21.4,10901.3,24.1,5.7,2.0
Eredivisie:2619,Kevin Kers,N.E.C.,Eredivisie,CF,3.6,,,,
Eredivisie:2621,Alwande Roaldsøy,Sparta Rotterdam,Eredivisie,DM,10.7,,,,
Eredivisie:2626,Ángel Alarcón,FC Utrecht,Eredivisie,RW,32.1,10293.5,25.8,16.7,8.0
Eredivisie:2627,Artem Stepanov,FC Utrecht,Eredivisie,CF,32.1,11255.6,36.0,13.6,6.0
Eredivisie:2629,Amine Salama,NAC Breda,Eredivisie,CF,21.4,10966.9,34.4,19.6,2.0
Eredivisie:2631,Isak Hansen-Aarøen,N.E.C.,Eredivisie,RW,10.7,,,,
Eredivisie:2632,Juninho Bacuna,FC Volendam,Eredivisie,LB,25.0,9865.4,31.4,10.0,1.0
Eredivisie:2633,Benjamin Pauwels,FC Volendam,Eredivisie,LW,14.3,10756.2,37.3,11.9,2.0
Eredivisie:2634,Nigel Groenewald,FC Twente,Eredivisie,RW,3.6,,,,
Eredivisie:2635,Casper Terho,Sparta Rotterdam,Eredivisie,DM,17.9,,,,
Eredivisie:2637,Steven Benda,Feyenoord,Eredivisie,GK,3.6,5276.4,1.8,0.0,1.0
Eredivisie:2638,Stefán Sigurdarson,Go Ahead Eagles,Eredivisie,CF,28.6,11133.0,30.5,9.2,2.0
Eredivisie:2639,Rion Ichihara,AZ,Eredivisie,CB,3.6,,,,
Eredivisie:2641,Oleksandr Zinchenko,Ajax,Eredivisie,LB,7.1,,,,
Eredivisie:2644,Rhys Bozinovski,Heracles Almelo,Eredivisie,DM,21.4,11489.5,39.2,13.1,3.0
Eredivisie:2647,Maher Carrizo,Ajax,Eredivisie,CB,7.1,,,,
Eredivisie:2648,Raheem Sterling,Feyenoord,Eredivisie,LW,17.9,9841.9,28.9,12.1,2.0
Eredivisie:267,Jeff Hardeveld,Telstar,Eredivisie,CM,100.0,10867.3,34.7,8.1,27.0
Eredivisie:273,Mauro Jaqueson Júnior Ferreira dos Santos,PSV,Eredivisie,CM,78.6,11259.7,33.9,10.9,20.0
Eredivisie:28,Timon Wellenreuther,Feyenoord,Eredivisie,GK,96.4,5282.3,1.8,0.2,27.0
Eredivisie:282,,Heracles Almelo,Eredivisie,,14.3,,,,
Eredivisie:284,Ko Itakura,Ajax,Eredivisie,CM,60.7,9320.4,17.7,5.2,12.0
Eredivisie:296,Ajdin Hrustic,Heracles Almelo,Eredivisie,CF,92.9,11123.3,36.4,7.9,24.0
Eredivisie:299,Mike te Wierik,Heracles Almelo,Eredivisie,CB,85.7,10487.3,24.8,8.4,13.0
Eredivisie:327,Danilo Pereira da Silva,N.E.C.,Eredivisie,CM,17.9,10940.7,33.6,15.2,1.0
Eredivisie:333,Dion Malone,Telstar,Eredivisie,CM,53.6,,,,
Eredivisie:341,Robin Pröpper,FC Twente,Eredivisie,CB,78.6,10366.6,25.1,7.1,18.0
Eredivisie:344,Saïd Bakari,Sparta Rotterdam,Eredivisie,RB,60.7,10621.4,30.9,10.5,3.0
Eredivisie:361,Dylan Vente,sc Heerenveen,Eredivisie,LW,89.3,11191.9,33.7,10.5,20.0
Eredivisie:363,,Heracles Almelo,Eredivisie,,3.6,,,,
Eredivisie:372,Kaj Sierhuis,Fortuna Sittard,Eredivisie,LW,85.7,10044.7,32.0,9.7,16.0
Eredivisie:377,Youssef El Kachati,N.E.C.,Eredivisie,CF,64.3,10862.9,29.3,12.2,3.0
Eredivisie:390,Jerdy Schouten,PSV,Eredivisie,CM,96.4,10651.3,23.2,5.1,27.0
Eredivisie:40,Paul Gladon,Fortuna Sittard,Eredivisie,CF,96.4,10332.9,31.1,6.1,4.0
Eredivisie:412,Sem Steijn,Feyenoord,Eredivisie,CM,67.9,12266.8,42.3,10.8,12.0
Eredivisie:413,Kasper Dolberg,Ajax,Eredivisie,RW,67.9,10272.0,26.6,10.5,10.0
Eredivisie:43,Mike van Duinen,Excelsior,Eredivisie,CF,89.3,10858.5,32.4,9.0,4.0
Eredivisie:433,Sydney van Hooijdonk,NAC Breda,Eredivisie,CF,64.3,10155.0,26.0,7.4,14.0
Eredivisie:435,Jeremiah St. Juste,Feyenoord,Eredivisie,CB,10.7,,,,
Eredivisie:439,Mats Seuntjens,FC Groningen,Eredivisie,CM,57.1,,,,
